Comunidad,Punto actual más cercano,ID radio actual,Distancia actual (km),ID Alternativa 1,Coordenadas Alternativa 1,ID Alternativa 2,Coordenadas Alternativa 2,ID Alternativa 3,Coordenadas Alternativa 3
El Paso de los Perros,"(18.07419, -102.75777)",MI7528,31.72 km,MI5684,"(18.36263, -102.29986)",MI4116,"(18.39137, -102.29289)",MI7531,"(18.02469, -102.46203)"
Cahuirica,"(18.64277, -100.89956)",MI4262,31.46 km,MI1393,"(18.63505, -100.89195)",MI2334,"(18.62467, -100.90117)",MI1685,"(18.62160, -100.88683)"
El Cuirindalito,"(18.64277, -100.89956)",MI4262,35.11 km,MI2334,"(18.62467, -100.90117)",MI1393,"(18.63505, -100.89195)",MI1685,"(18.62160, -100.88683)"
Las Juntas de la Torre,"(19.05797, -101.40989)",MI5707,35.21 km,MI1526,"(19.20737, -101.43131)",MI2479,"(19.17904, -101.44846)",MI1879,"(19.23392, -101.42118)"
Salsipuedes,"(18.07419, -102.75777)",MI7528,38.86 km,MI9776,"(18.73733, -102.79256)",MI3038,"(18.77230, -103.16224)",MI5655,"(18.78114, -103.15643)"
Palma Real,"(18.73733, -102.79256)",MI9776,30.76 km,MI3038,"(18.77230, -103.16224)",MI5655,"(18.78114, -103.15643)",MI0488,"(18.78103, -103.16914)"
El Pinabete,"(18.77230, -103.16224)",MI3038,43.00 km,MI5655,"(18.78114, -103.15643)",MI0488,"(18.78103, -103.16914)",MI9776,"(18.73733, -102.79256)"
Puerto del Macario,"(18.77230, -103.16224)",MI3038,33.03 km,MI0488,"(18.78103, -103.16914)",MI5655,"(18.78114, -103.15643)",MI1889,"(18.60000, -103.50139)"
La Polvareda,"(18.73733, -102.79256)",MI9776,35.53 km,MI7528,"(18.07419, -102.75777)",MI3038,"(18.77230, -103.16224)",MI5655,"(18.78114, -103.15643)"
La Coyulera de Cisneros,"(18.07419, -102.75777)",MI7528,38.22 km,MI9776,"(18.73733, -102.79256)",MI3038,"(18.77230, -103.16224)",MI5655,"(18.78114, -103.15643)"
La Parotilla,"(18.77230, -103.16224)",MI3038,31.41 km,MI5655,"(18.78114, -103.15643)",MI0488,"(18.78103, -103.16914)",MI1889,"(18.60000, -103.50139)"
Vista Hermosa,"(18.77230, -103.16224)",MI3038,35.52 km,MI0488,"(18.78103, -103.16914)",MI5655,"(18.78114, -103.15643)",MI1889,"(18.60000, -103.50139)"
El Huaco,"(18.77230, -103.16224)",MI3038,43.54 km,MI5655,"(18.78114, -103.15643)",MI0488,"(18.78103, -103.16914)",MI9776,"(18.73733, -102.79256)"
La Caja,"(18.47569, -100.97771)",GR2165,36.39 km,MI2334,"(18.62467, -100.90117)",MI4262,"(18.64277, -100.89956)",MI7606,"(18.66281, -101.64622)"
Buenavista,"(18.64277, -100.89956)",MI4262,33.26 km,MI2334,"(18.62467, -100.90117)",MI1393,"(18.63505, -100.89195)",MI1685,"(18.62160, -100.88683)"
El PilÃ³n,"(19.42190, -101.21420)",MI2458,31.56 km,MI0352,"(19.38686, -101.27492)",MI5675,"(19.39272, -101.28130)",MI1530,"(19.42400, -100.90378)"
La Parrita,"(19.42400, -100.90378)",MI1530,31.99 km,MI2458,"(19.42190, -101.21420)",MI0352,"(19.38686, -101.27492)",MI5675,"(19.39272, -101.28130)"
Las Guacamayas,"(18.39137, -102.29289)",MI4116,30.07 km,MI5684,"(18.36263, -102.29986)",MI3023,"(18.35408, -102.28608)",MI9776,"(18.73733, -102.79256)"
El Tejamanil,"(18.73733, -102.79256)",MI9776,31.49 km,MI7528,"(18.07419, -102.75777)",—,—,—,—
La Gregoria,"(18.73733, -102.79256)",MI9776,35.18 km,MI4116,"(18.39137, -102.29289)",MI1667,"(18.78247, -102.18500)",MI5684,"(18.36263, -102.29986)"
El Guayabillo,"(18.73733, -102.79256)",MI9776,36.15 km,MI7528,"(18.07419, -102.75777)",MI5684,"(18.36263, -102.29986)",MI4116,"(18.39137, -102.29289)"
El Salto,"(22.63707, -105.31837)",NA7565,38.92 km,NA0226,"(22.51984, -105.34442)",NA4245,"(22.49835, -105.32586)",NA7440,"(22.50514, -105.35680)"
El Mirador,"(22.63707, -105.31837)",NA7565,37.48 km,NA0226,"(22.51984, -105.34442)",NA4245,"(22.49835, -105.32586)",NA7440,"(22.50514, -105.35680)"
La Laguna,"(22.14175, -105.09664)",NA0907,40.66 km,NA0194,"(21.94281, -104.99812)",NA0199,"(22.05219, -105.11579)",NA4258,"(22.26860, -105.20875)"
El Guaco,"(21.94281, -104.99812)",NA0194,59.93 km,NA0907,"(22.14175, -105.09664)",NA0199,"(22.05219, -105.11579)",NA0220,"(21.94192, -105.07856)"
El Banco,"(21.94281, -104.99812)",NA0194,70.18 km,NA0907,"(22.14175, -105.09664)",NA0199,"(22.05219, -105.11579)",NA0220,"(21.94192, -105.07856)"
El Agua Caliente,"(21.94281, -104.99812)",NA0194,39.94 km,NA0907,"(22.14175, -105.09664)",NA0199,"(22.05219, -105.11579)",NA0220,"(21.94192, -105.07856)"
La Puerta,"(21.94281, -104.99812)",NA0194,46.94 km,NA0907,"(22.14175, -105.09664)",NA0199,"(22.05219, -105.11579)",NA0220,"(21.94192, -105.07856)"
Rancho de Santos GarcÃ­a,"(21.94281, -104.99812)",NA0194,50.37 km,NA0907,"(22.14175, -105.09664)",NA0199,"(22.05219, -105.11579)",NA0220,"(21.94192, -105.07856)"
Los Tepetates,"(21.94281, -104.99812)",NA0194,32.73 km,NA0907,"(22.14175, -105.09664)",NA0199,"(22.05219, -105.11579)",NA0220,"(21.94192, -105.07856)"
Los Encinos,"(21.94281, -104.99812)",NA0194,56.52 km,NA2847,"(21.66886, -104.84350)",NA0220,"(21.94192, -105.07856)",NA0907,"(22.14175, -105.09664)"
La Ventana,"(22.30032, -103.55819)",ZA0292,83.04 km,NA0194,"(21.94281, -104.99812)",JL8886,"(21.98111, -103.58889)",NA0907,"(22.14175, -105.09664)"
El Durazno,"(21.94281, -104.99812)",NA0194,48.03 km,NA0907,"(22.14175, -105.09664)",NA0220,"(21.94192, -105.07856)",NA0199,"(22.05219, -105.11579)"
El Manguito,"(21.94281, -104.99812)",NA0194,50.24 km,NA2847,"(21.66886, -104.84350)",NA0220,"(21.94192, -105.07856)",NA0907,"(22.14175, -105.09664)"
Embarcadero de Huaynamota,"(21.66886, -104.84350)",NA2847,43.97 km,NA5268,"(21.58183, -104.82494)",NA0195,"(21.50351, -104.70170)",NA0194,"(21.94281, -104.99812)"
Isidra GutiÃ©rrez Gerbacio,"(22.14175, -105.09664)",NA0907,51.90 km,NA4258,"(22.26860, -105.20875)",NA0228,"(22.39346, -105.30152)",NA0199,"(22.05219, -105.11579)"
Cerro del Cuervo,"(21.50249, -103.55792)",ZA1169,32.58 km,ZA0044,"(21.46583, -103.46193)",—,—,—,—
Las GuÃ¡simas,"(21.06036, -104.05015)",JL3719,42.67 km,JL7658,"(21.05342, -104.04722)",ZA1169,"(21.50249, -103.55792)",JL6583,"(21.01578, -104.15872)"
El Jaral,"(21.50249, -103.55792)",ZA1169,31.96 km,ZA0044,"(21.46583, -103.46193)",—,—,—,—
Ojo de Agua,"(21.50249, -103.55792)",ZA1169,47.95 km,JL3719,"(21.06036, -104.05015)",NA5834,"(21.42382, -104.44885)",JL7658,"(21.05342, -104.04722)"
Puerto Morado,"(21.42382, -104.44885)",NA5834,48.97 km,JL3719,"(21.06036, -104.05015)",ZA1169,"(21.50249, -103.55792)",JL7658,"(21.05342, -104.04722)"
Garabatillo,"(21.50249, -103.55792)",ZA1169,36.15 km,ZA0044,"(21.46583, -103.46193)",ZA8178,"(21.51044, -103.40625)",JL3719,"(21.06036, -104.05015)"
San Isidro,"(21.06036, -104.05015)",JL3719,33.37 km,JL7658,"(21.05342, -104.04722)",NA1564,"(21.10950, -104.32411)",NA0114,"(21.12593, -104.35876)"
El Colomito,"(21.50249, -103.55792)",ZA1169,36.47 km,JL3719,"(21.06036, -104.05015)",JL7658,"(21.05342, -104.04722)",ZA0044,"(21.46583, -103.46193)"
La Laguna,"(21.50249, -103.55792)",ZA1169,42.74 km,JL3719,"(21.06036, -104.05015)",ZA0044,"(21.46583, -103.46193)",JL7658,"(21.05342, -104.04722)"
Cimientos,"(21.42382, -104.44885)",NA5834,50.03 km,NA5833,"(21.44087, -104.48832)",ZA1169,"(21.50249, -103.55792)",JL3719,"(21.06036, -104.05015)"
El Tecolote,"(21.42382, -104.44885)",NA5834,55.24 km,NA5833,"(21.44087, -104.48832)",JL8886,"(21.98111, -103.58889)",ZA1169,"(21.50249, -103.55792)"
El Purgatorio,"(21.50249, -103.55792)",ZA1169,40.89 km,JL3719,"(21.06036, -104.05015)",JL7658,"(21.05342, -104.04722)",ZA0044,"(21.46583, -103.46193)"
La CiÃ©nega,"(21.50249, -103.55792)",ZA1169,43.08 km,ZA0044,"(21.46583, -103.46193)",JL3719,"(21.06036, -104.05015)",JL7658,"(21.05342, -104.04722)"
Los Indalecios,"(21.50249, -103.55792)",ZA1169,42.20 km,JL3719,"(21.06036, -104.05015)",JL7658,"(21.05342, -104.04722)",ZA0044,"(21.46583, -103.46193)"
El BaÃ±o de Arteaga,"(21.42382, -104.44885)",NA5834,43.70 km,NA5833,"(21.44087, -104.48832)",NA0192,"(21.42181, -104.61091)",NA1421,"(21.34306, -104.57414)"
Picachito,"(21.42382, -104.44885)",NA5834,53.24 km,NA5833,"(21.44087, -104.48832)",NA0192,"(21.42181, -104.61091)",NA0221,"(21.46807, -104.65590)"
Refugio Fregoso (Corral Blanco),"(21.42382, -104.44885)",NA5834,49.07 km,NA5833,"(21.44087, -104.48832)",NA0192,"(21.42181, -104.61091)",NA0221,"(21.46807, -104.65590)"
La Mesa (JosÃ© Antonio de la Cruz),"(21.44087, -104.48832)",NA5833,64.81 km,JL8886,"(21.98111, -103.58889)",NA0221,"(21.46807, -104.65590)",NA0195,"(21.50351, -104.70170)"
El Puerto de la Tinaja,"(21.42382, -104.44885)",NA5834,41.04 km,JL3719,"(21.06036, -104.05015)",JL7658,"(21.05342, -104.04722)",NA1564,"(21.10950, -104.32411)"
Carrizal,"(16.70686, -97.01199)",OA0638,31.20 km,OA4819,"(16.59472, -97.22269)",OA0935,"(17.21797, -97.03767)",OA0934,"(17.24392, -97.05406)"
Agua Tierna,"(17.03194, -97.57158)",OA5228,32.99 km,OA4819,"(16.59472, -97.22269)",OA1090,"(17.04099, -97.61786)",OA0638,"(16.70686, -97.01199)"
Los Ocotones,"(16.52240, -93.96176)",CP1802,30.81 km,CP8101,"(16.60386, -93.79144)",CP2502,"(16.64460, -93.76328)",CP2313,"(16.68623, -93.74241)"
Rafael Culebro (Los Manueles),"(17.16381, -94.14623)",VE7043,32.92 km,CP2313,"(16.68623, -93.74241)",CP4162,"(16.69680, -93.73086)",CP3033,"(16.69139, -93.73508)"
Crucero Buena Vista,"(16.94336, -95.71305)",OA9481,30.43 km,OA9538,"(16.97270, -95.75944)",OA8306,"(16.43850, -95.44097)",OA0455,"(16.58413, -95.20779)"
La Victoria,"(19.57242, -88.03847)",QR4996,64.67 km,QR6216,"(19.58400, -88.04023)",QR8721,"(19.38689, -88.05850)",QR0604,"(19.58941, -88.06259)"
La Cristiandad (KilÃ³metro Ochenta y Cuatro),"(18.16506, -88.69200)",QR0757,34.10 km,QR0229,"(18.19151, -88.69633)",QR2401,"(18.23022, -88.66739)",QR8724,"(18.28172, -88.67681)"
Casa Lorimar,"(18.71867, -87.70720)",QR0088,43.60 km,QR0763,"(18.73155, -87.71126)",QR8017,"(18.73585, -87.69332)",QR0792,"(18.56401, -88.25132)"
La Fe,"(18.50081, -88.28485)",QR7666,54.03 km,QR6046,"(18.49500, -88.28838)",QR0792,"(18.56401, -88.25132)",QR8017,"(18.73585, -87.69332)"
Casa Escondida,"(18.71867, -87.70720)",QR0088,43.21 km,QR0763,"(18.73155, -87.71126)",QR8017,"(18.73585, -87.69332)",QR0792,"(18.56401, -88.25132)"
Mi Parcelita,"(18.71867, -87.70720)",QR0088,49.57 km,QR0763,"(18.73155, -87.71126)",QR8017,"(18.73585, -87.69332)",QR7666,"(18.50081, -88.28485)"
Crucero Verdon,"(19.80017, -88.75274)",QR0759,30.00 km,QR0908,"(19.90238, -88.80995)",QR1035,"(19.74398, -88.71524)",QR0219,"(19.74575, -88.70225)"
Playa ManatÃ­,"(20.15519, -87.45699)",QR0813,40.21 km,QR0901,"(20.19448, -87.52923)",QR1019,"(20.16744, -87.66140)",QR6900,"(20.21744, -87.47866)"
ParaÃ­so,"(20.15519, -87.45699)",QR0813,33.37 km,QR0901,"(20.19448, -87.52923)",QR6900,"(20.21744, -87.47866)",QR6060,"(20.21844, -87.46953)"
El Kiwi,"(18.69908, -88.85603)",QR8106,37.86 km,QR0966,"(18.60340, -88.81161)",CA8726,"(18.47732, -89.16219)",CA0141,"(18.48178, -89.19664)"
El EspaÃ±ol,"(18.69908, -88.85603)",QR8106,39.21 km,QR8007,"(19.20461, -88.53603)",QR0966,"(18.60340, -88.81161)",—,—
Las Golondrinas,"(18.69908, -88.85603)",QR8106,40.83 km,QR0966,"(18.60340, -88.81161)",CA8726,"(18.47732, -89.16219)",CA0141,"(18.48178, -89.19664)"
La Amapa,"(25.12847, -107.47889)",SI5918,33.03 km,SI0686,"(25.09106, -107.45186)",SI3987,"(25.36352, -107.55186)",SI1818,"(25.47913, -106.93961)"
Cuesta de la Mula,"(25.47913, -106.93961)",SI1818,36.78 km,SI0507,"(25.46960, -106.92968)",SI3987,"(25.36352, -107.55186)",SI2548,"(25.43792, -107.60972)"
La Esmeralda,"(25.47913, -106.93961)",SI1818,30.54 km,SI0507,"(25.46960, -106.92968)",—,—,—,—
La Chirimoya,"(26.61647, -108.30358)",SI2520,33.52 km,SI2521,"(26.55525, -108.35581)",SI2522,"(26.37953, -108.35475)",SI2200,"(26.71148, -108.32373)"
El Metatito,"(26.61647, -108.30358)",SI2520,30.82 km,SI2200,"(26.71148, -108.32373)",SI0684,"(26.70435, -108.33040)",SI2521,"(26.55525, -108.35581)"
Las Moras,"(26.37953, -108.35475)",SI2522,37.68 km,SI2521,"(26.55525, -108.35581)",SI2200,"(26.71148, -108.32373)",SI0684,"(26.70435, -108.33040)"
Bacochi,"(26.70969, -108.38353)",SI7734,33.61 km,SI2200,"(26.71148, -108.32373)",SI0684,"(26.70435, -108.33040)",SI0656,"(26.67263, -108.45853)"
San JuliÃ¡n de la Sierra,"(23.73250, -105.69011)",DU1926,35.41 km,SI1815,"(23.56978, -105.83707)",SI4799,"(23.52929, -105.78702)",SI6211,"(23.48669, -105.84315)"
La CaÃ±ita,"(26.37953, -108.35475)",SI2522,38.48 km,SI2530,"(25.83296, -108.14041)",SI3535,"(25.82872, -108.21364)",SI2226,"(25.82371, -108.23099)"
Arroyo de JosÃ©,"(25.87042, -107.54683)",SI5998,33.04 km,SI6077,"(25.79969, -107.87472)",—,—,—,—
El Palmarito,"(25.79969, -107.87472)",SI6077,38.09 km,SI0659,"(25.86436, -108.15831)",SI2530,"(25.83296, -108.14041)",SI5998,"(25.87042, -107.54683)"
El Pino,"(26.37953, -108.35475)",SI2522,38.11 km,SI0659,"(25.86436, -108.15831)",SI2530,"(25.83296, -108.14041)",SI3535,"(25.82872, -108.21364)"
El Ojito,"(30.89305, -109.56675)",SO0758,35.86 km,SO3696,"(30.72484, -109.57231)",SO0587,"(30.54822, -108.95583)",SO5896,"(31.31782, -109.42185)"
El MojÃ³n,"(30.89305, -109.56675)",SO0758,32.72 km,SO3696,"(30.72484, -109.57231)",SO5896,"(31.31782, -109.42185)",SO1602,"(31.30327, -109.52858)"
La Tinaja,"(30.89305, -109.56675)",SO0758,34.96 km,SO3696,"(30.72484, -109.57231)",SO0587,"(30.54822, -108.95583)",—,—
Chinatopa,"(27.38838, -108.85665)",SO9654,30.10 km,SO9653,"(27.54569, -109.23106)",—,—,—,—
La Virgen,"(30.40431, -110.11003)",SO2187,31.85 km,SO6454,"(30.33651, -110.16712)",SO1981,"(30.32881, -110.49244)",SO0472,"(30.93920, -110.28874)"
Las Moctezumas,"(30.35709, -108.93383)",SO0502,31.50 km,SO0001,"(30.12656, -108.91421)",SO0907,"(30.20824, -108.95929)",SO2568,"(30.47329, -108.93642)"
Cuesta Blanca,"(29.76689, -111.05955)",SO3683,41.43 km,SO3684,"(30.08303, -111.09350)",SO6217,"(30.17142, -111.11670)",SO2564,"(30.05544, -111.03174)"
El Triguito,"(28.24670, -110.65280)",SO0060,43.56 km,SO6234,"(28.39497, -109.89229)",SO0526,"(28.62139, -109.94881)",SO0495,"(28.07124, -110.54936)"
San Patricio,"(29.76689, -111.05955)",SO3683,40.91 km,SO7924,"(29.61267, -111.02581)",SO3482,"(29.47935, -110.99680)",SO1938,"(29.68416, -110.95433)"
El Pilar,"(30.12656, -108.91421)",SO0001,41.32 km,CH6604,"(29.68195, -108.27029)",SO0907,"(30.20824, -108.95929)",—,—
El Pozo,"(31.23239, -110.98175)",SO0250,36.23 km,SO6298,"(31.15560, -110.98315)",SO3990,"(31.26686, -110.97546)",SO0755,"(31.18371, -110.97275)"
El Saucito,"(30.05544, -111.03174)",SO2564,33.06 km,SO2151,"(29.70739, -110.56876)",SO1938,"(29.68416, -110.95433)",SO3684,"(30.08303, -111.09350)"
CaÃ±ada de Colores,"(29.70739, -110.56876)",SO2151,34.54 km,SO0969,"(30.32761, -110.70259)",SO1981,"(30.32881, -110.49244)",SO2564,"(30.05544, -111.03174)"
La Inmaculada,"(30.40049, -111.54386)",SO0124,59.44 km,SO3897,"(30.58772, -111.53796)",SO3684,"(30.08303, -111.09350)",SO6217,"(30.17142, -111.11670)"
Techomoa,"(28.37309, -109.03515)",SO0751,37.18 km,SO2045,"(27.85120, -109.36601)",SO5788,"(28.36982, -108.92706)",—,—
La Joyita,"(27.85120, -109.36601)",SO2045,39.23 km,SO0751,"(28.37309, -109.03515)",SO5788,"(28.36982, -108.92706)",SO9653,"(27.54569, -109.23106)"
Soledad,"(27.85120, -109.36601)",SO2045,47.67 km,CH2652,"(28.16097, -108.57019)",SO9653,"(27.54569, -109.23106)",SO5788,"(28.36982, -108.92706)"
Los Bajillitos,"(28.36982, -108.92706)",SO5788,30.37 km,SO0751,"(28.37309, -109.03515)",SO0766,"(28.92466, -109.19016)",—,—
El Saucito,"(28.36982, -108.92706)",SO5788,37.54 km,SO0751,"(28.37309, -109.03515)",SO0766,"(28.92466, -109.19016)",—,—
El Pozo,"(29.20814, -110.13947)",SO1162,30.02 km,SO0521,"(29.11857, -109.97001)",SO9648,"(29.39813, -110.29275)",SO5904,"(29.71422, -110.16543)"
El Manje,"(29.71422, -110.16543)",SO5904,35.17 km,SO1952,"(29.80118, -109.67926)",SO0939,"(29.53181, -109.52732)",SO0632,"(29.79626, -110.20923)"
Los Mautos,"(28.61172, -109.75631)",SO6233,36.58 km,SO0836,"(29.05326, -109.23416)",SO0766,"(28.92466, -109.19016)",SO2196,"(29.04286, -109.20988)"
Sicorachi,"(28.61172, -109.75631)",SO6233,32.84 km,SO0526,"(28.62139, -109.94881)",SO0521,"(29.11857, -109.97001)",SO0836,"(29.05326, -109.23416)"
El Aliso,"(28.61172, -109.75631)",SO6233,35.66 km,SO0766,"(28.92466, -109.19016)",SO0836,"(29.05326, -109.23416)",SO2196,"(29.04286, -109.20988)"
Palo Dulce,"(30.17142, -111.11670)",SO6217,33.44 km,SO3684,"(30.08303, -111.09350)",SO0124,"(30.40049, -111.54386)",SO7922,"(30.26597, -111.09739)"
Represo de los Franceses,"(30.90069, -111.53295)",SO9642,33.72 km,SO1073,"(30.84648, -111.58411)",SO1972,"(30.93436, -111.99228)",—,—
Rancho Victoria,"(31.52951, -112.73114)",SO7808,42.66 km,SO1468,"(31.81694, -112.74881)",SO6223,"(31.25697, -112.48811)",SO3690,"(31.62116, -112.79974)"
Mesatunich,"(19.58111, -89.60217)",CA9082,32.72 km,YU0621,"(20.18876, -89.38396)",YU0626,"(20.15235, -89.24969)",YU1854,"(20.19503, -89.34396)"
San Marcelo,"(19.58111, -89.60217)",CA9082,39.30 km,YU0626,"(20.15235, -89.24969)",YU5568,"(20.07150, -89.05197)",YU0270,"(20.08052, -89.04861)"
XcunyÃ¡,"(19.58111, -89.60217)",CA9082,35.41 km,YU0626,"(20.15235, -89.24969)",YU0621,"(20.18876, -89.38396)",YU1854,"(20.19503, -89.34396)"
HectÃ¡reas Verdes,"(20.07150, -89.05197)",YU5568,35.57 km,YU0270,"(20.08052, -89.04861)",QR0908,"(19.90238, -88.80995)",QR0759,"(19.80017, -88.75274)"
Parras,"(24.17361, -101.00128)",SL0534,46.74 km,ZA1130,"(24.66332, -101.71454)",CO1859,"(24.63854, -100.89104)",CO4981,"(24.86534, -101.08529)"
Entronque a Terminal,"(24.86534, -101.08529)",CO4981,38.49 km,ZA1130,"(24.66332, -101.71454)",CO1859,"(24.63854, -100.89104)",—,—
Rancho LuÃ©vano,"(24.66332, -101.71454)",ZA1130,37.04 km,CO4981,"(24.86534, -101.08529)",CO1859,"(24.63854, -100.89104)",—,—
El MadroÃ±o,"(23.62142, -103.92367)",DU1653,40.24 km,DU0551,"(23.59145, -104.06088)",ZA6883,"(23.64956, -103.75303)",ZA0335,"(23.66090, -103.75220)"
Potrero de Abajo (Santiago ResÃ©ndez Pasillas),"(23.62841, -103.64674)",ZA0445,44.20 km,ZA9174,"(23.63081, -103.63883)",ZA6360,"(23.63654, -103.64705)",ZA6883,"(23.64956, -103.75303)"
Jazminal,"(23.74427, -101.87327)",ZA0360,37.37 km,ZA0248,"(23.68942, -101.90661)",ZA0363,"(23.58592, -101.91106)",—,—
Leocadio Guerrero Dos (San Melchor),"(24.66332, -101.71454)",ZA1130,61.20 km,DU1503,"(24.63264, -102.77866)",ZA0350,"(23.80831, -102.47347)",ZA0360,"(23.74427, -101.87327)"
Santa MarÃ­a,"(24.63264, -102.77866)",DU1503,57.43 km,ZA1130,"(24.66332, -101.71454)",CO3553,"(25.43203, -102.18194)",—,—
Arroyito de Abajo (Alfredo GarcÃ­a Jaramillo),"(24.63264, -102.77866)",DU1503,56.67 km,ZA1130,"(24.66332, -101.71454)",CO3553,"(25.43203, -102.18194)",CO0384,"(25.44001, -102.15943)"
Rancho Pedrito,"(22.76281, -103.57483)",ZA0128,53.17 km,ZA0447,"(22.76671, -103.57033)",ZA5108,"(22.77271, -103.56863)",ZA0382,"(22.78473, -103.55256)"
Santa LucÃ­a,"(23.07844, -104.54656)",DU0496,62.02 km,ZA0128,"(22.76281, -103.57483)",ZA0447,"(22.76671, -103.57033)",ZA5108,"(22.77271, -103.56863)"
La Laguna,"(31.90011, -116.55286)",BN1982,30.36 km,BN8329,"(31.88160, -116.54694)",BN2273,"(32.11332, -116.53420)",BN0004,"(31.86205, -116.54579)"
Rancho Viejo,"(31.51361, -116.27194)",BN7157,45.80 km,BN4152,"(31.27322, -116.18453)",BN0437,"(31.32524, -116.24530)",BN4960,"(31.13035, -116.11377)"
Tres Estrellas,"(31.90011, -116.55286)",BN1982,32.45 km,BN0004,"(31.86205, -116.54579)",BN2273,"(32.11332, -116.53420)",BN8351,"(32.18726, -116.49301)"
La Esperanza,"(31.47778, -115.07000)",BN8355,66.12 km,BN4152,"(31.27322, -116.18453)",BN7157,"(31.51361, -116.27194)",BN8339,"(31.71689, -115.05208)"
Cardoso [Rancho],"(31.88160, -116.54694)",BN8329,32.77 km,BN1982,"(31.90011, -116.55286)",BN0004,"(31.86205, -116.54579)",BN4950,"(31.87597, -116.56407)"
Los Proyectos,"(31.51361, -116.27194)",BN7157,31.39 km,BN0437,"(31.32524, -116.24530)",BN4152,"(31.27322, -116.18453)",—,—
Los Robles,"(31.27322, -116.18453)",BN4152,51.24 km,BN0437,"(31.32524, -116.24530)",BN7157,"(31.51361, -116.27194)",BN0436,"(30.97294, -116.13394)"
Padilla,"(31.51361, -116.27194)",BN7157,41.59 km,BN0437,"(31.32524, -116.24530)",BN7001,"(31.58108, -116.42171)",BN4152,"(31.27322, -116.18453)"
Rancho Alborada,"(31.88160, -116.54694)",BN8329,32.09 km,BN0004,"(31.86205, -116.54579)",BN1982,"(31.90011, -116.55286)",BN4950,"(31.87597, -116.56407)"
El Coyote,"(31.13035, -116.11377)",BN4960,60.78 km,BN8355,"(31.47778, -115.07000)",BN4152,"(31.27322, -116.18453)",BN0437,"(31.32524, -116.24530)"
Los CastaÃ±eda,"(31.47778, -115.07000)",BN8355,58.73 km,BN4960,"(31.13035, -116.11377)",BN4152,"(31.27322, -116.18453)",BN8339,"(31.71689, -115.05208)"
Favela,"(31.88160, -116.54694)",BN8329,37.45 km,BN0004,"(31.86205, -116.54579)",BN1982,"(31.90011, -116.55286)",BN4950,"(31.87597, -116.56407)"
Los Venados,"(31.88160, -116.54694)",BN8329,51.88 km,BN0004,"(31.86205, -116.54579)",BN1982,"(31.90011, -116.55286)",BN6495,"(31.62261, -116.45464)"
Rancho Alejandra,"(31.51361, -116.27194)",BN7157,38.82 km,BN7001,"(31.58108, -116.42171)",BN6495,"(31.62261, -116.45464)",BN0004,"(31.86205, -116.54579)"
El Pirul [Rancho],"(31.88160, -116.54694)",BN8329,32.47 km,BN0004,"(31.86205, -116.54579)",BN1982,"(31.90011, -116.55286)",BN4950,"(31.87597, -116.56407)"
El Valle [Rancho],"(28.00222, -114.01083)",BS4207,72.12 km,BS3864,"(27.96336, -114.05208)",BS5871,"(27.48808, -113.30311)",BS3456,"(27.37276, -113.21481)"
La Liebre [Rancho],"(28.00222, -114.01083)",BS4207,32.46 km,BS3864,"(27.96336, -114.05208)",—,—,—,—
La Noria,"(28.00222, -114.01083)",BS4207,59.44 km,BS3864,"(27.96336, -114.05208)",BS1170,"(27.64259, -113.44306)",BS0062,"(27.64135, -113.40076)"
Los Cuates,"(30.07775, -115.72728)",BN5758,69.42 km,BN0146,"(30.15282, -115.79011)",BN4413,"(30.40335, -115.88834)",BN5762,"(30.44739, -115.88528)"
Piedra Blanca,"(28.00222, -114.01083)",BS4207,92.33 km,BS3864,"(27.96336, -114.05208)",BS2901,"(27.29239, -112.91149)",BS1656,"(27.37922, -112.29972)"
Rancho Chapala,"(30.07775, -115.72728)",BN5758,169.67 km,BN7136,"(30.91503, -114.72235)",BS0050,"(27.87727, -113.79778)",BN0146,"(30.15282, -115.79011)"
San Pablo,"(30.07775, -115.72728)",BN5758,86.64 km,BN0146,"(30.15282, -115.79011)",BN7136,"(30.91503, -114.72235)",BN4413,"(30.40335, -115.88834)"
San Pancho,"(28.00222, -114.01083)",BS4207,34.48 km,BS3864,"(27.96336, -114.05208)",BS0050,"(27.87727, -113.79778)",—,—
Cristina [Campo],"(30.91503, -114.72235)",BN7136,43.67 km,BN5035,"(30.99206, -114.83380)",BN0435,"(31.01921, -114.83709)",BN0941,"(31.02192, -114.84980)"
La Poma [Campo],"(30.91503, -114.72235)",BN7136,115.85 km,BN5035,"(30.99206, -114.83380)",BN0435,"(31.01921, -114.83709)",BN0941,"(31.02192, -114.84980)"
